公開情報区分コード,公開情報区分,雇用形態区分コード,雇用形態区分,給与区分コード,給与区分,職種コード,職種名（表示名）,特徴コード,特徴名（表示名）,都道府県コード,都道府県名,市区町村コード対応都道府県コード,市区町村コード,市区町村名,最寄駅コード,駅名,自分力パラメータコード,自分力パラメータ名（表示名）,自分力パラメータ値,自分力パラメータ値名（表示名）,タグコード,タグ名（表示名）,固定残業代有無コード,固定残業代有無区分,勤務形態コード,勤務形態区分,社会保険整備状況コード,社会保険整備状況区分,試用期間有無コード,試用期間有無区分
,,,,,,,,,,,,25,201,大津市,1189,萩生,,,,,1154,三級自動車整備士免許,,,,,,,,
,,,,,,,,,,,,25,202,彦根市,1190,箱石,,,,,1155,不動産鑑定士免許,,,,,,,,
,,,,,,,,,,,,25,203,長浜市,1191,階上,,,,,1156,中型自動車免許,,,,,,,,
,,,,,,,,,,,,25,204,近江八幡市,1192,羽立,,,,,1157,中型自動車第二種免許,,,,,,,,
,,,,,,,,,,,,25,206,草津市,1193,八戸,,,,,1158,中学校教諭免許,,,,,,,,
,,,,,,,,,,,,25,207,守山市,1194,八幡平,,,,,1159,二級ガソリン自動車整備士免許,,,,,,,,
,,,,,,,,,,,,25,208,栗東市,1195,八森,,,,,1160,二級ジーゼル自動車整備士免許,,,,,,,,
,,,,,,,,,,,,25,209,甲賀市,1196,八郎潟,,,,,1161,二級建築士免許,,,,,,,,
,,,,,,,,,,,,25,210,野洲市,1197,花泉,,,,,1162,二級自動車整備士免許,,,,,,,,
,,,,,,,,,,,,25,211,湖南市,1198,花巻,,,,,1163,介護支援専門員資格,,,,,,,,
,,,,,,,,,,,,25,212,高島市,1199,花巻空港(ＪＲ),,,,,1164,介護福祉士資格,,,,,,,,
,,,,,,,,,,,,25,213,東近江市,1200,浜吉田,,,,,1165,低圧電気取扱者特別教育修了,,,,,,,,
,,,,,,,,,,,,25,214,米原市,1201,早口,,,,,1166,作業環境測定士免許,,,,,,,,
,,,,,,,,,,,,25,383,蒲生郡日野町,1202,林崎,,,,,1167,作業療法士免許,,,,,,,,
,,,,,,,,,,,,25,384,蒲生郡竜王町,1203,早戸,,,,,1168,保健師免許,,,,,,,,
,,,,,,,,,,,,25,425,愛知郡愛荘町,1204,腹帯,,,,,1169,保育士免許,,,,,,,,
,,,,,,,,,,,,25,441,犬上郡豊郷町,1205,原ノ町,,,,,1170,児童指導員任用資格,,,,,,,,
,,,,,,,,,,,,25,442,犬上郡甲良町,1206,春木場,,,,,1171,児童発達支援管理責任者資格,,,,,,,,
,,,,,,,,,,,,25,443,犬上郡多賀町,1207,晴山,,,,,1172,全国通訳案内士免許,,,,,,,,
,,,,,,,,,,,,26,101,京都市北区,1208,磐梯熱海,,,,,1173,公認会計士免許,,,,,,,,
